File Name,Code Snippet
s118296947.java,"import java.util.ArrayList;
public class Main {
	public static void main(String args[]){
		//ArrayList<Integer> a=new <Integer>ArrayList();
		for(int i=1;i<=9;i++){
			for(int j=1;j<=9;j++){
				System.out.printf(""%dx%d=%d\n"",i,j,i*j);
			}
		}
		
	}
}"
s118323784.java,"	public static void main(String[] args) {
		 for(int a=1;a<=9;a++){
	            for(int b=1;b<=9;b++){
	                System.out.println(a+""??""+b+""=""+a*b);
	            }
	        }

	}"
s118946640.java,"public class Main{

	public static void main(String[] args) {
		for (int i = 1; i <= 9; i++) {
			for (int j = 1; j <= 9; j++) {
				System.out.println(i+""x""+j+""=""+(i*j));
			}
		}

	}

}"
s118997385.java,"public class Main {
	public static void main(String[] a) {
		for (int i = 1; i < 10; ++i) {
			for (int j = 1; j < 10; ++j) {
				System.out.println(i + ""x"" + j + ""="" + i * j);
			}
		}
	}

}"
s119258784.java,"class main{
    public static void main(String[] a){
        for(int i = 1 ; i < 10; i++){
            for(int j = 1; j < 10; j++){
                System.out.println(i + ""*"" + j + ""="" + (i * j));
            }
        }
    }
}"
s119333311.java,"
public class Main {
	public static void main(String[] args){
		for(int i = 1; i <= 9; i++){
			for(int j = 1; j <=9; j++){
				System.out.format(""%dx%d=%d\n"", i, j, i*j);
			}
		}
	}
}"
s119487958.java,"class Main0000{
	public static void main(String[] args){
	
	for(int i=1; i<=9 ; i++){
		for(int j=1; j<9; j++ ){
			System.out.println(i + ""x"" + j +""="" + i*j);
		}
	}
	}
}"
s119512985.java,"public class Main {

	
	public static void main(String[] args) {
		for(int i = 1; i <= 9; i++){
			for(int j = 1; j <= 9; j++){
				int k = i*j;
				System.out.println(i + ""x"" + j + ""="" + k);
			}
		}

	}
}"
s119970035.java,"public class Main {
	public static void main(String[] a){
		int temp;
		for(int i = 1; i < 10; i++){
			for(int k = 1; k < 10; k ++){
				temp = i * k;
				System.out.printf(""%d x %d = %d\n"", i, k, temp);
			}
		}
	}

}"
s120483548.java,"public class Main {
    public static void main(String[] args) {
        for (int i = 1; i < 10; i++){
            for (int j = 1; j < 10; j++){
                System.out.println(i + ""x"" + j + ""="" + i * j);
            }
        }
    }
}

"
s120705028.java,"class Main{
    public static void main(String[] a){
        for(int i=1;i<=9;i++){
            for(int j=1;j<=9;j++){
                System.out.println(i+""x""+j+""=""+i*j);
            }
        }
    }
}
"
s120999725.java,"class Main{
    public static void main(String[] a){
    	for(int i, i>=1 i<=9, i++){
        	for(int j, j>=1 j<=9, J++){
        		System.out.plintln(i+""x""+j+""=""ij);
        	}
      	}?????????
    }
}"
s121089433.java,"class Main{
    public static void main(String[] a){
	for(int i = 1; i<= 9; i++){
		for(int j= 1;j<=9;j++){
			System.out.println(i+""x""+j+""=""+i*j);
		}
	}
    }
}
"
s121361985.java,"class Main{
    public static void main(String[] a){
    
    //?????????
    int[] x = new int[];
    int x[] = {1,2,3,4,5,6,7,8,9,}
    int[] y = new int[];
    int y[] = {1,2,3,4,5,6,7,8,9,}
??????
??????for (i=0;i<10;i++){
     for (j=0;j<10;j++){
       system.out.println{x[i]+""x""+y[j]+""=""+x[i]*y[j]}
     }
    }
   }"
s121616551.java,"class Main{
    public static void main(String[] args){
for(int i=1;i<=9;i++){
for(int j=1;j<=9;j++){
System.out.println(i+""x""+j+""=""+i*j);
}
}


    }
}"
s121969959.java,"/* package whatever; // don't place package name! */
 
import java.util.*;
import java.lang.*;
import java.io.*;
 
/* Name of the class has to be ""Main"" only if the class is public. */
class Main{
    public static void main(String[] a){
      for(int i=1;i<=9;i++){
        for(int x=1;x<=9;x++){
 
        System.out.println(i+""x""+x+""=""+i*x);
      }
 
      }
 
 
    }
}"
s121982751.java,"class Main{
    public static void main(String[] a){
        for (int i = 1; i <= 9; i++) {
            for (int j = 1; j <= 9; j++) {
                System.out.println(i + ""x"" + j + ""="" + (i * j));
            }
        }
    }
}"
s122057478.java,"import java.util.ArrayList;
public class Main2 {
	public static void main(String args[]){
		ArrayList<Integer> a=new <Integer>ArrayList();
		for(int i=1;i<=9;i++){
			for(int j=1;j<=9;j++){
				System.out.printf(""%dx%d=%d\n"",i,j,i*j);
			}
		}
		
	}
}"
s122140067.java,"class Main{
      public static void main(String args[]) {     
         for( int i=1; i<=9; i++ ) {
        	 for( int j=1; j<=9; j++ ) {
             System.out.println(i + ""x"" + j + ""="" + i*j);
        	 }    
         }
     }
}"
s122529235.java,"class Main {
  public static void main(String[] args) {
    for (int i = 1; i < 10; i++) {
      for (int j = 1; j < 10; j++) {
        System.out.printf(""%dx%d=%d\n"", i, j, i*j);
      }
    }
  }
}"
s123619416.java,"class Main {
	public static void main (String[] args) {
		int i, j;
		for (i = 1; i <= 9; i++) {
			for (j = 1; j <= 9; j++) {
				System.out.println(i + ""??"" + j + ""="" + (i * j));
			}
		}
	}
}"
s124114953.java,"class Main{
    public static void main(String[] a){
    	for(int i = 1; i < 10; i++){
    		for(int j = 1; j < 10; j++){
    			System.out.println(i+""x""+j+""=""+i*j);
    		}
    	}
    }
}"
s125428163.java,"public class Main {
	public static void main(String[] args){
		for(int i=1;i<=9;i++){
			for(int j=1;j<=9;j++)
				System.out.println(i+""×""+j+""=""+j*i);
		}
		return ;
	}
}"
s126639169.java,"
public class AIZU1 {
	public static void main(String[] args){
		int i,num;
		num = 0;
		for(i=1;i<=9;i++){
			for(num=0;num<=9;num++){
				System.out.println(i+""x""+num+""=""+i*num);
			}
		}
	}
	
}"
s127194031.java,"class Main{
    public static void main(String[] a){
    	for(int r =1; r<10;r++){
    		for(int i= 1;i<10;i++){
    			System.out.println(r+""x""+i+""=""+1*i);
    		}
    	}
    	
    }
}"
s127277314.java,"class Main{
    public static void main(String[] a){
		for (int i = 1; i <= 9; i++) {
			for (int j = 1; j <= 9; j++) {
				System.out.println(i + ""x"" + j + ""="" + i * j);
			}
		}

    }
}"
s127958150.java,"class Main{
    public static void main(String[] a){
      for (int i = 1; i <= 9; i++)
      for (int j = 1; i <= 9; i++)
      System.out.println(i + ""x"" + j + ""="" i*j)
    }
}"
s128421148.java,"class Main{
    public static void main(String[] a){
for(int i=1; i<=9; i+=1){
			for(int j=1; j<=9; j+=1){
				System.out.println(i+""x""+j+""=""+i*j);
				
			}
		}
    }
}"
s128656175.java,"class Test{
    public static void main(String[] args){
	int i,j;
	for(i=1;i<10;i++){
	    for(j=1;j<10;j++){
		System.out.println(i+""x""+j+""=""+(i*j));
	    }
	}
    }
}"
s128832216.java,"package vol_0_3;

public class Main {

	public static void main(String[] args) {
		solve_0000();
	}

	public static void solve_0000(){
		for (int i = 1;i<10;i++){
			for(int j=1;j<10;j++){
				int answer = i*j;
				System.out.println(i+""x""+j+""=""+ answer);
			}
		}
	}

}"
s128978287.java,"
public class aoj0000 {

	/**
	 * @param args
	 */
	public static void main(String[] args) {
		// TODO 自動生成されたメソッド・スタブ
		
		for(int i=1;i<10;i++){
			for(int j=1;j<10;j++){
				System.out.println(i+""X""+j);
			}
		}
		
		

	}

}"
s128997494.java,"import static java.lang.System.*;
import java.util.*;

public class Main {
	//初期フィールド・メソッド---------------------------------------------
	static Scanner sc = new Scanner(System.in);
	static int min(int... ar) {Arrays.sort(ar); return ar[0];}
	static int max(int... ar) {Arrays.sort(ar); return ar[ar.length-1];}
	//------------------------------------------------------------


	//フィールド追加場所-----------------------------------------------
	//------------------------------------------------------------


	//メソッド追加場所------------------------------------------------
	//------------------------------------------------------------


	//mainメソッド---------------------------------------------------
	public static void main(String[] args) {
		for (int i=1; i<=9; i++) {
			for (int j=1; j<=9; j++) {
				out.println(i+""x""+j+""=""+i*j);
			}
		}
	}
	//------------------------------------------------------------
}
"
s130830539.java,"public class Main {    public static void main(String[] args){        for(int i=1;i<10;i++){            for(int j=1;j<10;j++){                System.out.println(i+""x""+j+""=""+i*j);            }        }    }}"
s130886261.java,"class Main{
    public static void main(String[] a){
      for(int i=1; i=<9; i++)
        for(int j=1; j<=9; j++){
          System.out.println(i+""x""+j);
        }
    }
}"
s131222668.java,"public class Main {

	public static void main(String[] a){
		
		for(int i=1; i<10; i++){
			for(int j=1; j<10; j++){
				
				System.out.println(i+""x""+j+""=""+i*j);
				
				
			}
		}
	}
	
	
}"
s131378910.java,"
public class Main {

	public static void main(String[] args) {
		// TODO ?????????????????????????????????????????????
for(int i=1;i<=9;i++){
	for(int j=1;j<=9;j++){
		System.out.printf(""%d??%d=%d\n"",i,j,i*j);
	}	
}
	}

}"
s131648485.java,"class F {  
 static {
    for (int i = 1; i<=9 ; i++)
     for (int j = 1; j<=9 ; j++)
      System.out.println(i+""x""+j+""=""+i*j);
 }
}"
s131677769.java,"package test1;

public class Qq {
	public static void main(String[] args) {
		for(int count1 = 1; count1 < 10; count1++) {
			for(int count2 = 1; count2 < 10; count2++) {
				System.out.println(count1 + ""x"" + count2 + ""="" + (count1 * count2));
			}
		}
	}
}"
s131711760.java,"public class QQ{
    public static void main(String[] args){
        for(int i=1;i<10;i++){
          for(int j =1;j<10:j++){
               System.out.println(i+""x""+j+""=""+(i*j));
          }
        }
    }
}"
s131852522.java,"class Main{
    public static void main(String[] a){
		for(int x =1 ; x <10 ; x++){
			for(int y =1 ; y <10 ; y++){
				System.out.println(x+""x""+y+""=""+x*y);
			}
		}
    }
}"
s131858993.java,"class Main{public static void main(String[]_){for(int i=1,j=1;i*j<82;System.out.println(j+""x""+i+""=""+i++*j))if(i>9){i=1;j++;}}}"
s132279687.java,"
class Main {
    public static void main(String[] a) {
        int i ,j;
        for (i=1;i<10;i++){
            for (j=1;j<10;j++){
                System.out.println(i+""??""+j+""=""+(i*j));
            }
        }
    }
}"
s132599328.java,"#include<stdio.h>

int main(){
	for(int i = 1; i <= 9; i++){
		for(int j = 0; j <= 9; j++){
			printf(""%dx%d=%d\n"",i,j,i*j);
		}
	}
	return 0;
}"
s133009419.java,"class Main{
	public static void main(String[] args){
		for(int i=1; i<10; i++){
			for(int j=1; j<10; j++){
				System.out.println(i+""x""+j+""=""+i*j);
			}
		}
	}
}"
s133255632.java,"class Main{
    public static void main(String[] a){
    	int i,n;
    	
    	for(i = 1;i < 10;i++){
    		for(n = 1;n < 10;n++){
    			System.out.println(i + ""??"" + n + ""="" + n*i);
    		}
    	}
    }
}"
s133685119.java,"import java.util.*;
public class Main{
	public static void main(String[] args){
		for(int i = 1; i < 10; i++){
			for(int l = 1; l < 10; l++){
				System.out.println(i + ""x"" + l + ""="" + i*l);
			}
		}
	}
}"
s133800095.java,"public class Main {
	public static void main(String[] args) {
		for (int i = 1; i <= 9; i++) {
			for (int j = 1; j <= 9; j++)
				System.out.println(i + ""x"" + j + ""="" + i * j);
		}
	}
}"
s134790558.java,"import java.util.*;

public class Main {
	static Scanner sc = new Scanner(System.in);
	public static void main(String[] args) {
		for (int i=1; i<=9; i++) {
			for (int j=1; j<=9; j++) {
				System.out.println(i+""x""+j+""=""+i*j);
			}
		}
	}
}
"
s135183921.java,"class Main{
     
    public static void main(String[] args){
        
        for(int i=1;i<10;i++){
            for(int j=1;j<10;j++){
                System.out.println(i + ""x"" + j + ""="" + i*j);
            }
        }
    }
     
}"
s136519219.java,"
public class Main {


	public static void main(String[] args) {
		for(int i=1; i < 10; i++){
			for(int j=1; j < 10; j++){
				System.out.println(i + ""x"" + j + ""="" + i*j);
			}
		}
	}

}"
s137664131.java,"class Main{
    public static void main(String[] args){
	for(int i=1;i<10;i++){
	    for(int j=1;j<10;j++){
		System.out.println(String.valueOf(i)+""x""+String.valueOf(j)+""=""+String.valueOf(i*j));
	    }
	}
    }
}"
s137757956.java,"public class Main {
	
	public static void main(String[] args) {
		for(int i = 1; i< 10; i++){
			for(int j=1;j<10;j++){
				int answer = i*j;
				System.out.println(i+""x""+j+""=""+answer);
			}
		};
	}
}"
s137875120.java,"public class Main {
    public static void main(String[] args){
        for (int i = 1; i < 10; i++ ){
            for (int j = 1; j < 10; j++){
                
                System.out.println(i+""x""+j+""=""+i*j);
            }
        }
    }
}
"
s138242695.java,"class Main{
  public static void main(String[] a){
    for (int i=1; i<10; i++) {
    	for (int j=1; j<10; j++) {
    	 System.out.println(i + ""x"" + j + ""="" + (i*j));
    	}
    }
  }
}"
s138444619.java,"package com.twitter.ryutan.id0000;

import java.util.stream.Stream;

public class Main {
	public static void main(String[] args) {
		Stream.iterate(1, i -> i + 1)
				.limit(9)
				.forEach(
						i -> Stream.iterate(1, j -> j + 1).limit(9)
								.forEach(j -> System.out.println(i + ""x"" + j + ""="" + i * j)));
	}
}"
s139257959.java,"public class Main {

    public static void main(String[] args) {
        for (int i = 0; i < 10; i++) {
            for (int j = 0; j < 10; j++) {
                System.out.println(i + ""x"" + j + ""="" + i * j);
            }
        }
    }
}"
s139650265.java,"class Main{
    public static void main(String[] a){
        	public static void main(String[] args) {
		for (int i = 1; i <= 9; i++) {
			for (int j = 1; j <= 9; j++) {
				System.out.println(i + ""x"" + j + ""="" + i * j);
			}
		}

    }
}"
s140137373.java,"public class Main {

	/**
	 * @param args
	 */
	public static void main(String[] args) {
		// TODO Auto-generated method stub
		for (int i = 1; i <= 9; i++) {
			for (int j = 1; j <= 9; j++) {
				System.out.printf(""%dx%d=%d\n"", i, j, i*j);
			}
		}
	}

}"
s140153422.java,"class Main{
    public static void main(String[] a){
for(int i= 1;i<10;i++){
for(int j = 1;j<10;j++){
System.out.println(i + ""??"" + j +""=""+(i*j));
}
}
    }
}"
s140249693.java,"public class Main {

    /**
     * ????????????????????????
     *
     * @param args
     */
    public static void main(String[] args) {
        for (int i = 1; i < 10; i++) {
            for (int j = 1; j < 10; j++) {
                System.out.println(i + ""x"" + j + ""="" + i * j);
            }
        }
    }
}"
s141298924.java,"public class Main {
    public static void main(String args[]) {
        for(int i = 1; i <= 9; i++) {
            for(int j = 1; j <= 9; j++) {
                // ?¨?????????????????????????
                System.out.println(""""+i+'x'+j+'='+(i*j));
            }
        }
    }
}"
s141401185.java,"public class Main {
	public static void main(String[] args) {
		for(int i = 1; i < 10; i++) {
			for (int j = 1; j < 10; j++) {
				System.out.printf(""%d??%d=%d\n"", i, j, i * j);
			}
		}
	}
}"
s142257610.java,"
class Main {
    public static void main(String[] a) {
        int i ,j;
        for (i=1;i<10;i++){
            for (j=1;j<10;j++){
                System.out.println(i+""??""+j+""=""+(i*j));
            }
        }
    }
}"
s142453891.java,"class Main{
    public static void main(String[] a){
      for(int i = 1;i<=9;i++){
        for(int j = 1;j<=9;j++){
          int ans = i*j;
          System.out.println(i + ""x"" + j + ""="" + ans);
        }

      }
    }
}"
s142908595.java,"public class Main {

    public static void main(String[] args) {

    	for(int i=1;i<10;i++){
    		for(int j=1;j<10;j++){
            	System.out.println(i + ""x"" + j + ""="" + i*j);
    		}
    	}
    }
}"
s142920678.java,"
public class Main {

	public static void main(String[] args) {
		
		for(int i = 1; i < 10; i++) {
			for(int j = 1; j < 10; j++) {
				System.out.println(i+""??""+j+""=""+i*j);
			}
		}
	}

}"
s143009839.java,"public class Main {

	/**
	 * AOJ:QQ
	 * @param args
	 */

	static final String MULTIPLE = ""x"";
	static final String EQUAL = ""="";

	public static void main(String[] args) {
		for (int i = 1; i <= 9; i++) {
			for (int j = 1; j <= 9; j++) {
				System.out.println(i + MULTIPLE + j + EQUAL + i * j);
			}
		}
	}

}"
s143191749.java,"class Main{
    public static void main(String[] a){
	int i,j;
	for(i=1;i<10;i++){
	    for(j=1;j<10;j++){
		System.out.print(i);
		System.out.print(""x"");
		System.out.print(j);
		System.out.print(""="");
		System.out.println(i*j);
	    }
	}
    }
}"
s144388191.java,"package question;

class Main {
	public static void main(String[] a) {
		execute_ququ();
	}

	private static void execute_ququ() {
		// TODO Auto-generated method stub
		for (int i = 1; i < 10; i++) {
			for (int j = 1; j < 10; j++) {
				System.out.println(i + ""x"" + j + ""=""+ kakezan(i,j));
			}
		}
	}

	private static int kakezan(int x, int y) {
		return x * y;
	}
}"
s144424189.java,"class Aoj0000qq{
    public static void main(String[] a){

    	for(int i = 1; i<=9 ; i++){
    		for(int l = 1; l <= 9; l++){
    			System.out.println(i+""x""+l);
    		}
    	}
    	
    }
}"
s144762405.java,"public class Main {

	public static void main(String[] args) {
		// TODO ?????????????????????????????????????????????
		for(int i = 1;i<10;i++){
			for(int j=1;j<10;j++){
				System.out.println(i+""x""+j+""=""+i*j);
			}
		}
	}

}"
s146374132.java,"public class Main {
	public static void main(String[] args) {
		for (int i = 1; i < 10; i++)
			for (int j = 1; j <= 10; j++)
				System.out.println(i + ""x"" + j + ""="" + (i * j));
	}
}"
s147911278.java,"public class Main {
    public static void main(String[] args) {
        for (int i = 1; i < 10; i++)
            for (int j = 1; j < 10; j++)
                System.out.println(new StringBuilder()
                                   .append(i)
                                   .append('x')
                                   .append(j)
                                   .append('=')
                                   .append(i*j));
    }
}"
s148020574.java,"class Main{
	public static void main(String[] a) {
		for (int i = 1; i <= 9; i++)
			for (int j = 1; j <= 9; j++)
				System.out.println(i + ""x"" + j + ""="" + i * j);
	}
}"
s148737167.java,"public class Main {public static void main(String[] a){int i=1,j=1;for(;i<=9;i++)for(j=1;j<=9;j++)System.out.println(i+""x""+j+""=""+i*j);}}"
s148825393.java,"class Main {
	public static void main(String[] args) {
		for(int i=1; i<=9; i++){
			for(int j=1; j<=9; j++){
				System.out.println(i + ""x"" + j + ""="" +i*j);
			}
		}
	}
}"
s149279128.java,"public class Main {
 
    public static void main(String[] args) {
        for(int i =1;i<10;i++){
         for(int k=1;k<10;k++){
             System.out.println(i+""x""+ k +""=""+(i*k));
         }
        }
 
 }
}"
s149288887.java,"
class Main{

	
	public static void main(String[] a) {
		for(int i=1;i<10;i++){
			for(int j=1;j<10;j++){
				System.out.println(i+""x""+j+""=""+i*j);
					}
		}

	}

}"
s149965434.java,"class Main{
	public static void main(String[] a){
		for(int i = 1; i <= 9; i++)
			for(int j = 1; j <= 9; j++)
				System.out.println(i + ""x"" + j + ""="" + String.valueOf(i * j));
	}
}"
s150256181.java,"for (int i = 1;  i <10; i++) {
            for (int j = 1; j < 10; j++) {
                System.out.println(i+""*""+j+""=""+(i*j));
            }
        }"
s150260670.java,"class Main {
	public static void main(String[] args) {
		for(int i=1;i<=9;i++){
			for(int j=1;j<=9;j++){
				System.out.println(i +""x"" + j + ""="" + (i*j));	
			}
		}
	}

}"
s150642780.java,"public class Main{
	public static void main(String[] args){
		for(int i = 1; i <= 9; i++){
			for(int j = 1; j <= 9; j++){
				System.out.println(i + ""x"" + j + ""="" + (i*j));
			}
		}
	}
}"
s150725975.java,"class Main{
    public static void main(String[] a){
    int x;
    int i;
    int j;
for ( i=1;i<10;i++)
   for( j = 1; j<10; j++)
   {x = i*j;
   System.out.println( i +""x""+ j +""=""+ x );}
    }
}"
s150863522.java,"import java.util.*;
public class Main{
	public static void main(String args[]){
		ArrayList[] a;
		//a=new ArrayList[10];
		///a[1]=new ArrayList<Integer>();
		//a[1].add(3);
		for(int i=1;i<=9;i++){
			for(int j=1;j<=9;j++){
				System.out.printf(""%dx%d=%d\n"",i,j,i*j);
			}
		}
		
	}
}"
s151024787.java,"import java.io.BufferedReader;
import java.io.InputStreamReader;

public class Main {
    public static void main(String[] args) throws Exception {
        // Here your code !
   

int i;int j;
    for (i=1;i<10;i++){
        for(j=1;j<10;j++){
            System.out.printf(""%d x %2d = %d "", j,i,j*i);
        }
            System.out.println(""\n"");
        
    }
    }
    
}"
s151235863.java,"public class Main {
	public static void main(String[] a) {
		for (int i = 1; i <= 9; i++) {
			for (int s = 1; s <= 9; s++) {
				int multiple = i * s;
				System.out.println(multiple);
			}

		}

	}

}"
s151494822.java,"import java.util.Scanner;

   class Main{
         static public void main(String[] args){
           Scanner scan = new Scanner(System.in);

              for(int i=1;i<10;i++){
                  for(int j=1;j<10;j++){
                       System.out.println(i + ""x"" + j + ""="" + i*j);
                  }
              }
         }
   
   
   
   }"
s151687968.java,"class Main{
	public static void main(String[] args){
		output();
	}
	private static void output (){
		for (int i = 1; i <= 9; i++){
			for (int j = 1; j <= 9; j++){
				System.out.println(i + ""x"" + j + ""="" + i * j);
			}
		}
	}
}"
s151716265.java,"class Test{
    public static void main(String[] a){
	int i,j;
	for(i=1;i<10;i++){
	    for(j=1;j<10;j++){
		System.out.println(i+""x""+j+""=""+(i*j));
	    }
	}
    }
}"
s152798749.java,"class Main{
    public static void main(String[] a){
int d;
for(int b = 0;b < 10;b++){
for(int y = 0;y < 10;y++){
d=b*y;
System.out.println(b+""x""+y+""=""+d);
            }
        }

    }
}"
s153134173.java,"class Main{
    public static void main(String[] a){
    int ans;
     for(int a=1; a<=9; a++){
       for(int b=1; b<=9; b++){
         ans = a*b;
         System.out.println(a+""x""+b+""=""+ans);
       }
     }
    }
}"
s153284006.java,"public class Main {
	public static void main(String args[]){
		for (int i = 1; i <= 9; i++) {
			for (int j = 1; j <= 9; j++) {
				System.out.println(i + ""x"" + j + ""="" + i*j);
			}
		}
	}
}
"
s153542793.java,"import import java.io.*;

class Main{
    public static void main(String[] a){
        for (i = 1;i<=9;i++){
            for (k = 1;k<=9;k++) {
                System.out.println(i + ""x"" + k + ""="" + i*k);
            }
        }
    }
}
"
s153553400.java,"public class Main {
	public static void main(String[] args){
		for(int i=1;i<10;i++){
			for(int j=1;j<10;j++){
				System.out.println(i+""x""+j+""=""+(i*j));
			}
		}
	}
}"
s153685003.java,"public class Main {

	public static void main(String[] args) {
		for(int i = 1;i<=9;i++) {
			for(int j=1;j<=9;j++) {
				System.out.println(i + ""x"" + j + ""="" + i*j);
			}
		}

	}

}

"
s153712175.java,"class Main{
    public static void main(String[] a){
        for(int i = 1; i < 10;i++){
 for(int j = 1; j < 10;j++){
                System.out.printf(i+""x""+j+""=""i*j);
}
}
    }
}"
s153802323.java,"class Main{
    public static void main(String[] args){
        for (int i = 1; i =< 9; i++){
            for (int i = 1; i =< 9; i++){
                System.out.println(i+""x""+j+""=""i*j);
            }
        }
    }
}"
s154236072.java,"public class Print{
      public static void main(String args[]) {     
         for( int i=1; i<=9; i++ ) {
        	 for( int j=1; j<=9; j++ ) {
             System.out.println(i + ""x"" + j + ""="" + i*j);
        	 }    
         }
     }
}"
s155021552.java,"class Main{
    public static void main(String[] a){
         int a = 0;
         int b = 0;
         for (int i = 1; i < 10; i++) {
             System.out.println(a + ""x"" + b + ""="" +  a*b)
         }
    }
}"
s155052148.java,"class Main{
    public static void main(String[] a){
    	for (int i = 1; i <= 9; i++) {
    		for (int j = 1; j <= 9; j++) {
    			System.out.printf(""%d??%d=%d\n"", i, j, i*j);
    		}
    	}
    }
}"
s155247299.java,"class Main{
    public static void main(String[] a){
      		for(int i=1; i<10;i++){
			for(int j=0;j<10;j++){
				System.out.println(i + ""x"" + j +""="" + i*j);
							}
		}
    }
}"
s155327797.java,"class M{public static void main(String[] a){for(int i = 1; i<=9 ; i++) for(int j = 1; j<=9 ; j++) System.out.println(i+""x""+j+""=""+i*j);}}"
s155617816.java,"class Main{
    public static void main(String[] a){
      for(int i =1; i<10; i++){
			for(int j =1; j<10; j++){
				System.out.println(i+""x""+j+""=""+i*j);
			}
		}

    }
}"
s155633283.java,"public class Main {
    public static void main(String[] a) {
        int i, j;
        for(i=1; i<10; i++) {
            for(j=1; j< 10; j++) {
                System.out.println(i+""x""+j+""=""+i*j);
            }
        }
    }
}"
s155725036.java,"class Main{
    public static void main(String[] a){
    	for(int i = 1 ; i <= 9 ; i++){
    		for(int j = 1 ; j <=9 ; j++){
    			System.out.println(i + ""×"" +j + ""="" +i*j);
    		}
    	}
    }
}"
s155969091.java,"public class Main {
	public static void main(String[] a) {
		for (int i = 1; i <= 9; i++) {
			for (int s = 1; s <= 9; s++) {
				int multiple = i * s;
				System.out.print(multiple);
			}

		}

	}

}"
s156205285.java,"
class Main {

	public static void main(String[] a) {
		for (int i = 1 ; i <= 9 ; i++) {
			for (int j = 1; j <= 9; j++) {
				int ans = i * j;
				System.out.println(i + ""×"" + j + ""="" + ans);				
			}	
		}		
	}

}
"
s156523057.java,"public class Main {
	public static void main(String[] args) {
		// TODO Auto-generated method stub

		int[] x = new int[]{1,2,3,4,5,6,7,8,9} ;
		int[] y = new int[]{1,2,3,4,5,6,7,8,9} ;
		
		for(int i=0; i<9; i++) {
			for(int j=0; j<9; j++) {
				System.out.println(x[i] + ""x"" + y[j] + ""="" + (x[i]*y[j]));
			}
		}	
	}
}

"
s156609835.java,"public class Main{
public static void main(String[ ]args){
int k = 0;
for(int i = 1 ; i<10 ;i++){
for(int j = 1 ; j < 10 ; j++){
k = i * j;
System.out.println(i + ""x"" + j + ""="" + k);
}
}
}
}"
s156953673.java,"class Main{
	public static void main(String[] args){
		for(int i=1;i<=9;i++){
			for(int j=1;j<=9;j++){
				System.out.println(i+""x""+j+""=""+i*j);
			}
		}
	}
}"
s157164648.java,"class Main{
  public static void main(String[] args) {

      int i, j;
      
      for(i=0; i<10; i++)
        for(j=0; j<10; j++){
          println(i+""x""+j);
        }
  }
}"
s157238405.java,"class Main{
    public static void main(String[] a){
	for(int i=0; i<9; i++) {
		for(int j=0; j<9; j++) {
			System.out.println( i+1 + ""x"" + j+1 + ""="" + (i+1)*(j+1));
		}
    }
}"
s157603770.java,"class Main {

    public static void main(String[] a) {
        
        for(int i=1; i<10; i++){
            for(int y=1; y<10 ; y++){
            System.out.println(i + ""x"" + y + ""="" + i*y);
            }
        }
        }
        
    }"
s157896715.java,"class Main {
	public static void main(String[] a) {
		for (int i = 1; i <= 9; i++) {
			for (int j = 1; j <= 9; j++) {
				System.out.println(i + ""x"" + j + ""="" + i * j);
			}

		}
	}
}"
s158312055.java,"public class Main {

	public static void main(String[] args) {
		for(int x=1;x<=9;x++) {
			for(int y=1;y<=9;y++) {
				System.out.println(x + ""x"" + y + ""="" + (x*y));
			}
		}
	}

}"
s159256408.java,"class Main{
    public static void main(String[] a){
for(int i=1;i<=9;i++){
 for(int j=1;j<=9;j++){
  System.out.println(i+""x""+j+""=""+i*j);
 }
}

    }
}"
s159456688.java,"class Main{
    public static void main(String[] a){
        for(int x=0;x<10;x++){
            for(int y=0;y<10;y++){
                System.out.println(x+""x""+y+""=""+(x*y));
            }
        }
    }
}
"
s160252431.java,"/**
 * Write a program which prints multiplication tables in the following format:
 * @author midorinochawan
 */
public class QQ {

    private final int MaxNumber = 9;
    private static QQ instance = new QQ();

    private QQ() {

    }

    public static QQ getInstance() {
        return instance;
    }
    private boolean Run() {
        for (int i = 1; i <= MaxNumber; ++i) {
            for (int j = 1; j <= MaxNumber; ++j) {
                if (MaxNumber < i || MaxNumber < j) {
                    return false;
                }
                printQQ(i, j);
            }
        }

        return true;
    }

    private void printQQ(int left, int right) {
        System.out.println(String.format(""%dx%d=%d"", left, right, left * right));
    }

    /**
     * @param args the command line arguments
     */
    public static void main(String...args) {
        QQ.getInstance().Run();
    }
}"
s161100466.java,"class HelloWorld {
    public static void main(String args[])
    {
    	for(int i=1;i<10;i++){
    		for(int j=1;j<10;j++){
    			System.out.println(i + ""x"" + j + ""="" + i*j);
    		}
    	}
        }
 }"
s161105547.java,"
public class QQ {

	public static void main(String[] args) {
		for(int i=1;i<=9; i++ ){
			for(int j=1; j <=9;j++){
				System.out.println(i+"" x ""+j+"" = ""+ (i*j));
			}
		}
	}

}

"
s161180383.java,"class Main{
    public static void main(String[] args){
    	for(int i=1; i<10; i++)
    		for(int j=1; j<10; j++)
    			System.out.printf(""%dx%d=%d\n"",i,j,i*j);
    	
    }
}"
