submission_id,user_id,date,language,original_language,filename_ext,status,cpu_time,memory,code_size,accuracy
s149965434,u619452799,1364969980,Java,JAVA,java,Accepted,40,17052,182,1/1
s150256181,u529869306,1362562657,Java,JAVA,java,Compile Error,40,0,152,0/1
s150260670,u724857376,1283112245,Java,JAVA,java,Accepted,40,9324,171,
s150642780,u663419588,1334822930,Java,JAVA,java,Accepted,40,0,187,1/1
s150725975,u561711314,1480998287,Java,JAVA,java,Accepted,40,24192,197,1/1
s150863522,u383876854,1404269592,Java,JAVA,java,Accepted,50,17964,287,1/1
s151024787,u108432260,1494899551,Java,JAVA,java,Wrong Answer,40,24884,378,0/1
s151235863,u939720302,1447258038,Java,JAVA,java,Wrong Answer,50,24264,202,0/1
s151494822,u988843435,1460717169,Java,JAVA,java,Accepted,50,25644,351,1/1
s151687968,u241151548,1488690351,Java,JAVA,java,Accepted,30,24180,229,1/1
s151716265,u972901560,1440867383,Java,JAVA,java,Runtime Error,0,0,165,0/1
s152798749,u220242928,1471583070,Java,JAVA,java,Wrong Answer,30,24344,188,0/1
s153134173,u857022103,1471583333,Java,JAVA,java,Compile Error,30,0,217,0/1
s153284006,u154303493,1441638159,Java,JAVA,java,Accepted,40,15016,191,1/1
s153542793,u680921623,1529937187,Java,JAVA,java,Compile Error,0,0,237,0/1
s153553400,u517313267,1417018551,Java,JAVA,java,Accepted,40,16852,168,1/1
s153685003,u299952697,1537340014,Java,JAVA,java,Accepted,30,23864,184,1/1
s153712175,u977493108,1401889917,Java,JAVA,java,Compile Error,210,0,180,0/1
s153802323,u179550429,1494292055,Java,JAVA,java,Compile Error,0,0,219,0/1
s154236072,u462991726,1487653709,Java,JAVA,java,Compile Error,40,0,240,0/1
s155021552,u524272704,1474701465,Java,JAVA,java,Compile Error,470,0,209,0/1
s155052148,u746282215,1479026108,Java,JAVA,java,Wrong Answer,60,24696,200,0/1
s155247299,u903857457,1460941668,Java,JAVA,java,Wrong Answer,40,23988,179,0/1
s155327797,u675844759,1389594281,Java,JAVA,java,Runtime Error,0,0,136,0/1
s155617816,u687465846,1442164988,Java,JAVA,java,Accepted,40,16852,172,1/1
s155633283,u669317819,1464830738,Java,JAVA,java,Accepted,40,24148,229,1/1
s155725036,u975539923,1426643768,Java,JAVA,java,Wrong Answer,40,16848,198,0/1
s155969091,u939720302,1447257997,Java,JAVA,java,Wrong Answer,30,24112,200,0/1
s156205285,u422126340,1524318795,Java,JAVA,java,Wrong Answer,40,24152,216,0/1
s156523057,u181084324,1557467073,Java,JAVA,java,Accepted,30,24180,323,1/1
s156609835,u683492488,1442470196,Java,JAVA,java,Accepted,40,16852,190,1/1
s156953673,u562651626,1380083454,Java,JAVA,java,Accepted,40,17012,158,1/1
s157164648,u141903539,1504761018,Java,JAVA,java,Compile Error,0,0,177,0/1
s157238405,u858951032,1509097592,Java,JAVA,java,Compile Error,60,0,178,0/1
s157603770,u001711939,1503994785,Java,JAVA,java,Accepted,30,24232,241,1/1
s157896715,u136305172,1410863771,Java,JAVA,java,Accepted,50,17012,184,1/1
s158312055,u307310888,1408843663,Java,JAVA,java,Accepted,40,16848,181,1/1
s159256408,u989475600,1477666661,Java,JAVA,java,Accepted,50,24288,152,1/1
s159456688,u239473104,1531468706,Java,JAVA,java,Wrong Answer,40,24044,206,0/1
s160252431,u435300817,1495192675,Java,JAVA,java,Compile Error,20,0,907,0/1
s161100466,u485225329,1362810291,Java,JAVA,java,Runtime Error,0,0,204,0/1
s161105547,u616763279,1530367309,Java,JAVA,java,Compile Error,0,0,181,0/1
s161180383,u746184552,1287746642,Java,JAVA,java,Accepted,90,12000,176,
s161896873,u637673746,1467598118,Java,JAVA,java,Compile Error,40,0,326,0/1
s162722953,u108432260,1494899481,Java,JAVA,java,Wrong Answer,50,24908,347,0/1
s162964632,u220242928,1471583083,Java,JAVA,java,Wrong Answer,50,24224,188,0/1
s163224865,u687524153,1434614666,Java,JAVA,java,Accepted,40,16852,295,1/1
s163266334,u202452156,1492563418,Java,JAVA,java,Accepted,40,24144,256,1/1
s163797594,u942404782,1479281182,Java,JAVA,java,Wrong Answer,40,24280,223,0/1
s164421662,u484130890,1569646841,Java,JAVA,java,Accepted,50,24156,204,1/1
s165160979,u748994841,1433582726,Java,JAVA,java,Compile Error,40,0,201,0/1
s165181570,u001711939,1503994659,Java,JAVA,java,Runtime Error,0,0,247,0/1
s166325617,u775942576,1459152003,Java,JAVA,java,Accepted,40,24052,171,1/1
s167095834,u675844759,1389593016,Java,JAVA,java,Wrong Answer,40,16844,173,0/1
s167417244,u706566315,1474603893,Java,JAVA,java,Accepted,30,24140,188,1/1
s168028157,u413996626,1311515261,Java,JAVA,java,Accepted,40,9364,167,
s168122412,u475739353,1497618795,Java,JAVA,java,Runtime Error,0,0,213,0/1
s168341502,u229177350,1275719477,Java,JAVA,java,Accepted,100,12000,131,
s168413546,u777739591,1448525938,Java,JAVA,java,Accepted,30,24216,159,1/1
s168517694,u956456895,1364548344,Java,JAVA,java,Accepted,40,16852,201,1/1
s169071120,u898835403,1459947926,Java,JAVA,java,Wrong Answer,40,23972,190,0/1
s169094868,u942404782,1479281169,Java,JAVA,java,Compile Error,0,0,222,0/1
s169177343,u441419639,1366228113,Java,JAVA,java,Accepted,50,16852,247,1/1
s169273689,u174656551,1500740722,Java,JAVA,java,Compile Error,280,0,203,0/1
s171116103,u018912070,1494894788,Java,JAVA,java,Accepted,30,24140,206,1/1
s171174577,u578356858,1462779495,Java,JAVA,java,Compile Error,40,0,154,0/1
s171870699,u226079266,1320767091,Java,JAVA,java,Accepted,50,0,118,
s172099361,u528773839,1428850366,Java,JAVA,java,Runtime Error,0,0,271,0/1
s172187660,u509776330,1395306645,Java,JAVA,java,Accepted,40,16852,200,1/1
s172894594,u124285629,1381121945,Java,JAVA,java,Compile Error,20000,0,224,0/1
s173058134,u791924778,1379049408,Java,JAVA,java,Wrong Answer,40,16844,186,0/1
s173908223,u195518036,1509408915,Java,JAVA,java,Accepted,30,24036,241,1/1
s174875589,u251290153,1434364839,Java,JAVA,java,Wrong Answer,40,16844,381,0/1
s175200373,u096769764,1384821572,Java,JAVA,java,Accepted,40,16856,185,1/1
s175532093,u906064746,1338800927,Java,JAVA,java,Accepted,100,11000,191,1/1
s175886212,u011621222,1356016530,Java,JAVA,java,Compile Error,40,0,186,0/1
s176103154,u358879127,1278998750,Java,JAVA,java,Compile Error,160,12000,271,
s176473475,u602293299,1478506170,Java,JAVA,java,Compile Error,0,0,204,0/1
s176569425,u529869306,1362562814,Java,JAVA,java,Accepted,30,15012,238,1/1
s177094556,u622375508,1484675044,Java,JAVA,java,Wrong Answer,30,24000,161,0/1
s177238440,u014050391,1365739722,Java,JAVA,java,Accepted,50,17136,247,1/1
s177389386,u388921143,1455806090,Java,JAVA,java,Wrong Answer,40,24056,186,0/1
s177689167,u825684692,1500608924,Java,JAVA,java,Compile Error,50,0,4,0/1
s177778655,u213849509,1423295837,Java,JAVA,java,Accepted,40,17048,511,1/1
s178084117,u363084656,1538627267,Java,JAVA,java,Accepted,30,24136,207,1/1
s178373020,u586681987,1338173536,Java,JAVA,java,Runtime Error,0,9136,213,0/1
s179370961,u913266259,1329623846,Java,JAVA,java,Accepted,40,9040,157,
s179547420,u924045529,1509164425,Java,JAVA,java,Accepted,50,24660,254,1/1
s179675359,u616763279,1530367452,Java,JAVA,java,Accepted,40,24056,169,1/1
s180049766,u939720302,1447258114,Java,JAVA,java,Accepted,50,24368,222,1/1
s180450787,u796112608,1481114191,Java,JAVA,java,Compile Error,20,0,214,0/1
s180882241,u407513315,1325753210,Java,JAVA,java,Compile Error,170,0,210,
s181987768,u792386932,1498465466,Java,JAVA,java,Accepted,30,24172,192,1/1
s183152296,u574420836,1402885879,Java,JAVA,java,Accepted,40,16996,178,1/1
s183379064,u359672542,1522113983,Java,JAVA,java,Accepted,30,24144,216,1/1
s183872704,u870572999,1432086357,Java,JAVA,java,Accepted,40,16856,175,1/1
s184092247,u343249615,1389681132,Java,JAVA,java,Compile Error,400,0,436,0/1
s184138019,u193339256,1379220769,Java,JAVA,java,Runtime Error,0,0,189,0/1
s184220118,u011621222,1433327247,Java,JAVA,java,Wrong Answer,50,17136,312,0/1
s184556734,u059957603,1524645259,Java,JAVA,java,Wrong Answer,50,24152,190,0/1
s184682432,u146879185,1410431760,Java,JAVA,java,Wrong Answer,40,16860,175,0/1
s185044090,u549183537,1395704803,Java,JAVA,java,Accepted,40,16872,231,1/1
s185057099,u426210297,1467727764,Java,JAVA,java,Compile Error,60,0,185,0/1
s185194187,u674779272,1370817978,Java,JAVA,java,Time Limit Exceeded,20000,62096,188,0/1
s185231960,u277585450,1487276496,Java,JAVA,java,Runtime Error,0,0,650,0/1
s185348266,u131592835,1400483359,Java,JAVA,java,Accepted,40,16836,2375,1/1
s185455492,u815760676,1479358850,Java,JAVA,java,Wrong Answer,30,24068,234,0/1
s185765050,u836123271,1461122599,Java,JAVA,java,Wrong Answer,30,24208,265,0/1
s185938130,u591220608,1494296559,Java,JAVA,java,Compile Error,0,0,213,0/1
s186110459,u793590364,1505967477,Java,JAVA,java,Compile Error,40,0,209,0/1
s186279120,u449732162,1341455427,Java,JAVA,java,Runtime Error,0,9144,202,0/1
s186432553,u579608031,1373253162,Java,JAVA,java,Compile Error,0,0,9,0/1
s186539076,u551959902,1475737664,Java,JAVA,java,Compile Error,40,0,259,0/1
s186975249,u124285629,1381122288,Java,JAVA,java,Runtime Error,0,0,220,0/1
s187231532,u696681894,1297412482,Java,JAVA,java,Compile Error,50,9336,307,
s187410845,u046908378,1498465072,Java,JAVA,java,Compile Error,10,0,191,0/1
s187421365,u551456712,1492184387,Java,JAVA,java,Accepted,110,30576,287,1/1
s187706757,u129766044,1434962838,Java,JAVA,java,Wrong Answer,40,15016,276,0/1
s187753917,u174656551,1500740926,Java,JAVA,java,Compile Error,280,0,189,0/1
s189933970,u799978228,1459862423,Java,JAVA,java,Wrong Answer,30,24184,186,0/1
s190383519,u011621222,1324057180,Java,JAVA,java,Accepted,90,12000,229,
s191938759,u856329346,1334838490,Java,JAVA,java,Accepted,40,9364,195,1/1
s192703968,u211135121,1362902928,Java,JAVA,java,Accepted,40,16852,194,1/1
s193362960,u676811480,1469292560,Java,JAVA,java,Accepted,30,24160,158,1/1
s193507844,u223628983,1269608484,Java,JAVA,java,Compile Error,40,9100,148,
s194119583,u011621222,1384781171,Java,JAVA,java,Accepted,40,16844,158,1/1
s194366054,u989082914,1461672136,Java,JAVA,java,Compile Error,0,0,175,0/1
s194718789,u833052802,1458876922,Java,JAVA,java,Compile Error,50,0,208,0/1
s194824994,u986012016,1498658100,Java,JAVA,java,Runtime Error,0,0,196,0/1
s194867742,u124285629,1381115170,Java,JAVA,java,Compile Error,40,0,225,0/1
s195150587,u052828576,1452479642,Java,JAVA,java,Accepted,30,24288,299,1/1
s195276501,u600190521,1506244716,Java,JAVA,java,Accepted,30,24092,186,1/1
s195720108,u359672542,1522114033,Java,JAVA,java,Accepted,40,24116,216,1/1
s195862272,u155443227,1460096300,Java,JAVA,java,Accepted,30,25952,321,1/1
s195931581,u971509954,1335254993,Java,JAVA,java,Accepted,40,9028,276,1/1
s196022562,u672411618,1470703532,Java,JAVA,java,Wrong Answer,40,24184,176,0/1
s196421317,u074603828,1479369004,Java,JAVA,java,Accepted,30,24348,199,1/1
s198900447,u635505472,1449536912,Java,JAVA,java,Accepted,40,23776,233,1/1
s199011125,u108639911,1484548660,Java,JAVA,java,Accepted,30,24100,237,1/1
s199100990,u634231295,1460882253,Java,JAVA,java,Wrong Answer,50,24064,172,0/1
s199130467,u805162965,1422079347,Java,JAVA,java,Accepted,40,16848,227,1/1
s199423968,u634186769,1462085532,Java,JAVA,java,Accepted,40,23840,217,1/1
s201113553,u675844759,1389594436,Java,JAVA,java,Accepted,40,16844,139,1/1
s201355285,u190923288,1434984727,Java,JAVA,java,Accepted,40,16848,252,1/1
s202685846,u614937205,1370161405,Java,JAVA,java,Accepted,40,16852,227,1/1
s202910375,u009838744,1471480270,Java,JAVA,java,Compile Error,60,0,237,0/1
s203240121,u215938330,1505968135,Java,JAVA,java,Accepted,40,24088,221,1/1
s203962154,u435300817,1495193651,Java,JAVA,java,Accepted,50,24624,911,1/1
s204088202,u551959902,1475737524,Java,JAVA,java,Compile Error,0,0,256,0/1
s204299821,u897769968,1512066693,Java,JAVA,java,Accepted,50,23808,284,1/1
s205297628,u724857376,1283110657,Java,JAVA,java,Compile Error,110,12000,244,
s206173952,u743101007,1556261328,Java,JAVA,java,Compile Error,0,0,269,0/1
s207038663,u220242928,1471583593,Java,JAVA,java,Accepted,50,24112,200,1/1
s207076315,u263773686,1471583806,Java,JAVA,java,Accepted,40,24120,208,1/1
s207098842,u490144125,1473812152,Java,JAVA,java,Runtime Error,0,0,197,0/1
s207232010,u975539923,1426643889,Java,JAVA,java,Wrong Answer,40,16856,198,0/1
s207597785,u170105607,1487987096,Java,JAVA,java,Wrong Answer,110,30568,481,0/1
s207850074,u793590364,1505968156,Java,JAVA,java,Compile Error,40,0,209,0/1
s209523506,u384018361,1493776314,Java,JAVA,java,Accepted,30,24332,159,1/1
s209827622,u286985141,1450521118,Java,JAVA,java,Accepted,40,24092,157,1/1
s210412512,u962411361,1495367468,Java,JAVA,java,Accepted,40,24144,209,1/1
s211057225,u591220608,1494297231,Java,JAVA,java,WA: Presentation Error,60,24160,251,0/1
s211084142,u654876826,1558855431,Java,JAVA,java,Accepted,30,24000,737,1/1
s211135628,u269308343,1499605510,Java,JAVA,java,Accepted,110,30840,284,1/1
s211792258,u683594703,1420991580,Java,JAVA,java,Wrong Answer,40,16840,151,0/1
s214007082,u011621222,1384057524,Java,JAVA,java,Runtime Error,0,0,316,0/1
s214205317,u188882971,1461573428,Java,JAVA,java,Accepted,60,24532,191,1/1
s214237925,u017272236,1428314044,Java,JAVA,java,Runtime Error,0,0,220,0/1
s214628271,u489809100,1463910023,Java,JAVA,java,Accepted,40,24212,439,1/1
s214972270,u764680329,1494693674,Java,JAVA,java,Compile Error,1540,0,168,0/1
s215336168,u223673510,1449024237,Java,JAVA,java,Accepted,50,24332,192,1/1
s215385394,u489809100,1430737301,Java,JAVA,java,Compile Error,0,0,178,0/1
s215539422,u862003818,1395704717,Java,JAVA,java,Runtime Error,0,0,230,0/1
s216019823,u096769764,1384821530,Java,JAVA,java,Runtime Error,0,0,193,0/1
s217727169,u122049280,1401890386,Java,JAVA,java,Compile Error,0,0,179,0/1
s217972924,u965514530,1478616155,Java,JAVA,java,Compile Error,210,0,174,0/1
s218244109,u680029215,1509069396,Java,JAVA,java,Wrong Answer,50,23952,297,0/1
s218377354,u635534452,1456658679,Java,JAVA,java,Runtime Error,0,0,180,0/1
s218553889,u384477692,1499664838,Java,JAVA,java,Compile Error,120,0,305,0/1
s218988288,u726128243,1438441377,Java,JAVA,java,Accepted,40,16852,167,1/1
s219345309,u687459163,1365346096,Java,JAVA,java,Compile Error,70,0,240,0/1
s219539234,u588294115,1480887573,Java,JAVA,java,Accepted,60,24768,189,1/1
s219633528,u170668497,1486952690,Java,JAVA,java,Accepted,40,24064,253,1/1
s221794548,u637673746,1467598105,Java,JAVA,java,Compile Error,40,0,326,0/1
s222598588,u651825509,1266214069,Java,JAVA,java,Accepted,40,9372,122,
s223041278,u613835440,1467729470,Java,JAVA,java,Compile Error,60,0,195,0/1
s223271385,u998637850,1467626524,Java,JAVA,java,Accepted,40,24152,191,1/1
s223370138,u322035943,1487987407,Java,JAVA,java,Accepted,30,24192,187,1/1
s224278752,u279976767,1501217138,Java,JAVA,java,Accepted,30,24116,378,1/1
s224354254,u122049280,1401890566,Java,JAVA,java,Accepted,40,16856,157,1/1
s224802810,u797963216,1496127267,Java,JAVA,java,Accepted,30,24132,327,1/1
s225276026,u530594982,1460957080,Java,JAVA,java,Accepted,30,24220,257,1/1
s225561705,u220242928,1471582180,Java,JAVA,java,Compile Error,40,0,192,0/1
s226411189,u413996626,1309080765,Java,JAVA,java,Accepted,40,9344,120,
s226767223,u718658045,1499845924,Java,JAVA,java,Accepted,30,24048,182,1/1
s226804758,u782400744,1498806840,Java,JAVA,java,Compile Error,70,0,189,0/1
s227004947,u193103338,1487513248,Java,JAVA,java,Wrong Answer,40,24168,227,0/1
s227384513,u108432367,1318343690,Java,JAVA,java,Compile Error,2790,0,177,
s227440750,u598767908,1561352136,Java,JAVA,java,Accepted,40,24152,266,1/1
s228523501,u067299340,1486957835,Java,JAVA,java,Accepted,50,24152,282,1/1
s228648348,u437912497,1500123848,Java,JAVA,java,Accepted,40,24048,206,1/1
s229120626,u793590364,1505967385,Java,JAVA,java,Wrong Answer,40,24064,209,0/1
s229412495,u135575188,1455384501,Java,JAVA,java,Runtime Error,0,0,529,0/1
s229680843,u613835440,1467729720,Java,JAVA,java,Compile Error,50,0,204,0/1
s229896690,u883062308,1383920852,Java,JAVA,java,Accepted,50,17136,323,1/1
s229999651,u658137665,1476173352,Java,JAVA,java,Wrong Answer,30,24308,139,0/1
s230028572,u383876854,1404269827,Java,JAVA,java,Compile Error,50,0,280,0/1
s230683783,u696994608,1361320171,Java,JAVA,java,Compile Error,50,0,252,0/1
s230900349,u489809100,1430735693,Java,JAVA,java,Wrong Answer,50,17044,193,0/1
s230999094,u491334076,1477892309,Java,JAVA,java,Wrong Answer,50,24368,251,0/1
s231516813,u466131592,1481638712,Java,JAVA,java,Accepted,40,23900,235,1/1
s231634459,u910402677,1479974527,Java,JAVA,java,Accepted,50,24596,187,1/1
s231685354,u709118050,1470891848,Java,JAVA,java,Accepted,40,24152,206,1/1
s232336045,u180546375,1529072258,Java,JAVA,java,Accepted,30,24152,219,1/1
s233372423,u285401178,1456068123,Java,JAVA,java,Accepted,50,24336,191,1/1
s234010310,u642263394,1556970499,Java,JAVA,java,Accepted,30,24236,188,1/1
s235290075,u616763279,1558912805,Java,JAVA,java,Accepted,30,24236,205,1/1
s235494024,u654712379,1467557123,Java,JAVA,java,Wrong Answer,30,24072,60,0/1
s236158203,u108639911,1484215884,Java,JAVA,java,Accepted,40,23980,304,1/1
s236433424,u683530803,1479641226,Java,JAVA,java,Accepted,30,24456,510,1/1
s236483928,u554843911,1429250783,Java,JAVA,java,Compile Error,1640,0,4001,0/1
s236819234,u982618289,1448892563,Java,JAVA,java,Accepted,70,24812,215,1/1
s236919748,u383876854,1404270167,Java,JAVA,java,Compile Error,10,0,280,0/1
s236932626,u865312527,1348156772,Java,JAVA,java,Accepted,90,11000,366,1/1
s237590409,u753631841,1355981189,Java,JAVA,java,Compile Error,90,0,144,0/1
s237720198,u220242928,1471583163,Java,JAVA,java,Wrong Answer,40,24200,186,0/1
s238790803,u124285629,1381122988,Java,JAVA,java,Wrong Answer,30,16840,207,0/1
s238893201,u170668497,1486951608,Java,JAVA,java,Accepted,40,24172,306,1/1
s239896824,u651825509,1266218200,Java,JAVA,java,Accepted,50,9344,105,
s240106084,u502924757,1365768723,Java,JAVA,java,Accepted,40,16920,147,1/1
s240201974,u067299340,1429154424,Java,JAVA,java,Accepted,40,16844,231,1/1
s240564640,u042200185,1489126444,Java,JAVA,java,Compile Error,40,0,267,0/1
s240651807,u383876854,1404269446,Java,JAVA,java,Compile Error,0,0,289,0/1
s242380543,u687459163,1365346141,Java,JAVA,java,Compile Error,70,0,219,0/1
s242556258,u011621222,1447452852,Java,JAVA,java,Accepted,40,24096,207,1/1
s243386806,u116766943,1438268316,Java,JAVA,java,Compile Error,90,0,253,0/1
s243522572,u236978661,1460609992,Java,JAVA,java,Compile Error,60,0,224,0/1
s243930522,u236679854,1480369554,Java,JAVA,java,Accepted,30,24012,247,1/1
s244983161,u553881259,1412688746,Java,JAVA,java,Compile Error,780,0,252,0/1
s245756655,u029858715,1422194006,Java,JAVA,java,Accepted,40,16968,172,1/1
s245804579,u774210788,1457969226,Java,JAVA,java,Accepted,30,24148,231,1/1
s246007313,u392875227,1508534098,Java,JAVA,java,Accepted,50,24312,183,1/1
s246094359,u331147105,1447336185,Java,JAVA,java,Compile Error,790,0,219,0/1
s246823480,u371199586,1500613829,Java,JAVA,java,Compile Error,0,0,227,0/1
s246829621,u501711118,1433084544,Java,JAVA,java,Wrong Answer,40,16852,180,0/1
s246965159,u480459673,1303361523,Java,JAVA,java,Accepted,40,9352,195,
s247288255,u700120734,1439500683,Java,JAVA,java,Accepted,40,16852,192,1/1
s247537941,u091501049,1394868378,Java,JAVA,java,Compile Error,0,0,209,0/1
s248043181,u676100546,1414738630,Java,JAVA,java,Accepted,40,16852,186,1/1
s248088574,u684180877,1336335618,Java,JAVA,java,Accepted,50,9344,201,1/1
s248720574,u491334076,1477892349,Java,JAVA,java,Accepted,50,24224,250,1/1
s248834247,u903857457,1460941951,Java,JAVA,java,Wrong Answer,30,24060,188,0/1
s248894394,u735189958,1538627596,Java,JAVA,java,Accepted,30,24196,335,1/1
s249476384,u862003818,1395704890,Java,JAVA,java,Accepted,40,16848,225,1/1
s249527841,u383876854,1404269008,Java,JAVA,java,Compile Error,60,0,281,0/1
s249605712,u975325356,1396498221,Java,JAVA,java,Accepted,30,16852,242,1/1
s249873416,u359612960,1462332478,Java,JAVA,java,Accepted,50,23732,187,1/1
s250113657,u387480299,1386737525,Java,JAVA,java,Accepted,40,16852,182,1/1
s250242189,u770686467,1344488083,Java,JAVA,java,Compile Error,40,0,156,0/1
s250365348,u023493579,1376067326,Java,JAVA,java,Accepted,40,16856,154,1/1
s251555405,u355560727,1518520750,Java,JAVA,java,Accepted,30,24132,170,1/1
s251847175,u544931410,1404476562,Java,JAVA,java,Accepted,40,15012,285,1/1
s252604477,u078387585,1482580852,Java,JAVA,java,Accepted,50,24172,245,1/1
s253520484,u821106706,1515342136,Java,JAVA,java,Accepted,40,24088,195,1/1
s254763817,u521215826,1368039643,Java,JAVA,java,Wrong Answer,30,17016,190,0/1
s255004368,u818330642,1465116323,Java,JAVA,java,Accepted,40,24288,206,1/1
s255568742,u712957141,1487986981,Java,JAVA,java,Accepted,30,24104,469,1/1
s255818390,u220242928,1471582328,Java,JAVA,java,Compile Error,30,0,198,0/1
s255823123,u672905725,1454476240,Java,JAVA,java,Compile Error,4850,0,284,0/1
s255980211,u068688730,1458291272,Java,JAVA,java,Runtime Error,0,0,194,0/1
s256805304,u131592835,1382778918,Java,JAVA,java,Accepted,40,16844,156,1/1
s257031203,u011621222,1356264439,Java,JAVA,java,Compile Error,40,0,195,0/1
s257932355,u489809100,1463910002,Java,JAVA,java,Accepted,40,24004,453,1/1
s257955841,u645117411,1482470545,Java,JAVA,java,Accepted,60,23920,342,1/1
s258597825,u053208998,1380344707,Java,JAVA,java,Compile Error,10,0,249,0/1
s259385888,u503747231,1431414294,Java,JAVA,java,Wrong Answer,40,16828,260,0/1
s259914009,u145643522,1417907501,Java,JAVA,java,Compile Error,40,0,166,0/1
s260104440,u289245097,1469603755,Java,JAVA,java,Compile Error,60,0,221,0/1
s260364032,u625440911,1500005248,Java,JAVA,java,Accepted,40,24080,195,1/1
s260708795,u011621222,1358397220,Java,JAVA,java,Accepted,40,16852,165,1/1
s260820246,u437211664,1477914030,Java,JAVA,java,Accepted,40,24124,269,1/1
s262788781,u965514530,1478697584,Java,JAVA,java,Wrong Answer,30,24100,209,0/1
s264366817,u196414313,1478397215,Java,JAVA,java,Accepted,40,24056,180,1/1
s264840377,u731896389,1496798520,Java,JAVA,java,Accepted,30,24180,173,1/1
s265697569,u164439782,1454822813,Java,JAVA,java,Runtime Error,0,0,1,0/1
s266328754,u551959902,1475737726,Java,JAVA,java,Compile Error,0,0,261,0/1
s266367162,u568857484,1479103343,Java,JAVA,java,Wrong Answer,50,24712,236,0/1
s267220158,u011621222,1396562219,Java,JAVA,java,Accepted,40,15012,195,1/1
s267644785,u297950393,1386737524,Java,JAVA,java,Accepted,40,16856,182,1/1
s267749442,u543455684,1445780150,Java,JAVA,java,Compile Error,40,0,165,0/1
s268113773,u809541627,1414114661,Java,JAVA,java,Accepted,40,16852,212,1/1
s268232945,u158394506,1420949657,Java,JAVA,java,Accepted,40,16852,414,1/1
s268709545,u727617090,1505969923,Java,JAVA,java,Accepted,40,24116,246,1/1
s268815004,u965514530,1478613767,Java,JAVA,java,Compile Error,30,0,133,0/1
s268851167,u458942529,1515779092,Java,JAVA,java,Accepted,30,24220,127,1/1
s269564869,u327704389,1494289934,Java,JAVA,java,Accepted,40,24020,239,1/1
s269773056,u009961299,1343271873,Java,JAVA,java,Accepted,40,9244,247,1/1
s269885201,u287225065,1355883688,Java,JAVA,java,Compile Error,50,0,165,0/1
s271706111,u400458488,1461253637,Java,JAVA,java,Accepted,60,24680,177,1/1
s272287903,u108432260,1494899778,Java,JAVA,java,Accepted,30,24152,336,1/1
s272748374,u523886269,1380245825,Java,JAVA,java,Accepted,50,17952,178,1/1
s273015217,u220242928,1471412657,Java,JAVA,java,Compile Error,0,0,205,0/1
s273077950,u764432488,1335525010,Java,JAVA,java,Compile Error,950,0,247,0/1
s273281413,u361407785,1301242963,Java,JAVA,java,Runtime Error,-10,9248,166,
s273512035,u489809100,1430737550,Java,JAVA,java,Wrong Answer,40,16856,172,0/1
s274010535,u702943425,1340284163,Java,JAVA,java,Accepted,40,9200,226,1/1
s274069417,u833052802,1458875160,Java,JAVA,java,Compile Error,40,0,209,0/1
s274199334,u545152391,1434438106,Java,JAVA,java,Wrong Answer,60,19324,240,0/1
s274455291,u594816808,1526438559,Java,JAVA,java,Accepted,70,24524,236,1/1
s274970043,u829111691,1471617064,Java,JAVA,java,Accepted,50,24012,176,1/1
s275108426,u857022103,1471582847,Java,JAVA,java,Compile Error,40,0,176,0/1
s275110937,u818330642,1465115840,Java,JAVA,java,Compile Error,0,0,181,0/1
s276287149,u505071817,1394209473,Java,JAVA,java,Accepted,50,18096,880,1/1
s276553845,u011621222,1391202388,Java,JAVA,java,WA: Presentation Error,40,16848,274,0/1
s276855302,u816928455,1470920328,Java,JAVA,java,Compile Error,90,0,210,0/1
s276920418,u195892755,1411967376,Java,JAVA,java,Wrong Answer,30,16856,167,0/1
s277553951,u630718233,1477188174,Java,JAVA,java,Wrong Answer,60,23940,230,0/1
s277653139,u151643370,1479886059,Java,JAVA,java,Accepted,40,24108,207,1/1
s277904806,u874152376,1501998040,Java,JAVA,java,Accepted,40,24160,186,1/1
s278407648,u170668497,1486953738,Java,JAVA,java,Accepted,40,24160,235,1/1
s278658288,u383876854,1404268639,Java,JAVA,java,Compile Error,20,0,239,0/1
s279992132,u096769764,1384820926,Java,JAVA,java,Compile Error,880,0,189,0/1
s280255958,u822674699,1356772510,Java,JAVA,java,Compile Error,90,0,177,0/1
s280523542,u145643522,1424077200,Java,JAVA,java,Compile Error,620,0,1,0/1
s281264564,u336342111,1560474371,Java,JAVA,java,Accepted,30,24248,199,1/1
s282192755,u108432367,1318344179,Java,JAVA,java,Compile Error,2790,0,234,
s282231593,u220242928,1471412262,Java,JAVA,java,Compile Error,60,0,223,0/1
s282599932,u271426617,1401890708,Java,JAVA,java,Wrong Answer,40,16860,191,0/1
s282924576,u962411361,1495367399,Java,JAVA,java,Runtime Error,0,0,228,0/1
s283548552,u591220608,1494297672,Java,JAVA,java,WA: Presentation Error,40,24020,202,0/1
s283760936,u121791285,1519644638,Java,JAVA,java,Wrong Answer,40,24240,170,0/1
s283788938,u383876854,1404269633,Java,JAVA,java,Accepted,60,18144,282,1/1
s284785710,u793590364,1505968094,Java,JAVA,java,Compile Error,40,0,210,0/1
s284955472,u011621222,1390964105,Java,JAVA,java,Accepted,40,16860,443,1/1
s285178852,u218471636,1557467588,Java,JAVA,java,Accepted,30,24088,214,1/1
s285478433,u556417061,1346512935,Java,JAVA,java,Runtime Error,0,9156,207,0/1
